ID,성공확률
TEST_0000,0.5104434430909085
TEST_0001,0.49531287199263097
TEST_0002,0.4905916570072498
TEST_0003,0.5308615998913356
TEST_0004,0.6355497494700306
TEST_0005,0.5007383674457164
TEST_0006,0.49688042426253753
TEST_0007,0.5630949397683621
TEST_0008,0.5819112968794253
TEST_0009,0.5474923793683419
TEST_0010,0.5710194138716086
TEST_0011,0.5672397247399839
TEST_0012,0.5101647811834822
TEST_0013,0.4968110107139969
TEST_0014,0.5358419234347459
TEST_0015,0.43969175387280685
TEST_0016,0.48471075460083535
TEST_0017,0.5819673258508518
TEST_0018,0.5064089234294477
TEST_0019,0.5696825118746541
TEST_0020,0.5549080198610808
TEST_0021,0.5224444497590587
TEST_0022,0.5658787482830814
TEST_0023,0.5427043708990267
TEST_0024,0.5142166431070837
TEST_0025,0.506157455016287
TEST_0026,0.4864316354703225
TEST_0027,0.5255516263498918
TEST_0028,0.48449754864928524
TEST_0029,0.5268283985633636
TEST_0030,0.5260940046342115
TEST_0031,0.5708747122250681
TEST_0032,0.5798439905045314
TEST_0033,0.506859686753525
TEST_0034,0.5588141926166267
TEST_0035,0.5075572890665568
TEST_0036,0.4339181516630823
TEST_0037,0.523483661933427
TEST_0038,0.536389849297497
TEST_0039,0.5404969577761259
TEST_0040,0.5408105857231073
TEST_0041,0.518699192283271
TEST_0042,0.5527686995276819
TEST_0043,0.5662237635877074
TEST_0044,0.6427001719293994
TEST_0045,0.5770619415503492
TEST_0046,0.5052496001948682
TEST_0047,0.45790272356563744
TEST_0048,0.5479885730496512
TEST_0049,0.5355629048032237
TEST_0050,0.5167559332317333
TEST_0051,0.4827304633589119
TEST_0052,0.49856105833151265
TEST_0053,0.45557618321019405
TEST_0054,0.5283182109612357
TEST_0055,0.5129448121569564
TEST_0056,0.46219927634181035
TEST_0057,0.5635465385051053
TEST_0058,0.5386152552520311
TEST_0059,0.5333861277053488
TEST_0060,0.5311926100953024
TEST_0061,0.546776939032909
TEST_0062,0.49309630560657286
TEST_0063,0.5816715415341724
TEST_0064,0.5515101417570493
TEST_0065,0.5379194825371814
TEST_0066,0.5607346082754627
TEST_0067,0.4710940183287577
TEST_0068,0.5152998641753376
TEST_0069,0.4934144509417904
TEST_0070,0.5095045685700129
TEST_0071,0.5242033585895611
TEST_0072,0.5701233101936299
TEST_0073,0.5450629986106363
TEST_0074,0.55636588964298
TEST_0075,0.5318863959317418
TEST_0076,0.5927955177715709
TEST_0077,0.5133824949233085
TEST_0078,0.4879220886251306
TEST_0079,0.50540965532997
TEST_0080,0.503236484687993
TEST_0081,0.5275574369075176
TEST_0082,0.540424827399913
TEST_0083,0.577206415683909
TEST_0084,0.44633898344074385
TEST_0085,0.5288065589107014
TEST_0086,0.5026384408186123
TEST_0087,0.534783348842867
TEST_0088,0.5865488508458363
TEST_0089,0.4409346987170397
TEST_0090,0.5533842172424918
TEST_0091,0.525550307238469
TEST_0092,0.5083854229799278
TEST_0093,0.47585745846583727
TEST_0094,0.5274088095289697
TEST_0095,0.48348492774475926
TEST_0096,0.4883228220227718
TEST_0097,0.5684472918015394
TEST_0098,0.5459372920162595
TEST_0099,0.5507782678353265
TEST_0100,0.4653745662433009
TEST_0101,0.5008781264963154
TEST_0102,0.5067282185045677
TEST_0103,0.6091746177021894
TEST_0104,0.5217991427235986
TEST_0105,0.5514821470729749
TEST_0106,0.5637383820410482
TEST_0107,0.5698623747147272
TEST_0108,0.5360851021476446
TEST_0109,0.4154654967074414
TEST_0110,0.567530412985745
TEST_0111,0.5220190939089854
TEST_0112,0.5171126348269556
TEST_0113,0.5675102442751554
TEST_0114,0.6334277149330186
TEST_0115,0.5365085968381977
TEST_0116,0.6209316776973504
TEST_0117,0.5899600129192237
TEST_0118,0.4879857853841156
TEST_0119,0.6076730067883785
TEST_0120,0.5039452845489132
TEST_0121,0.4372430539077682
TEST_0122,0.5064360302666818
TEST_0123,0.5608637105264811
TEST_0124,0.5091099543744293
TEST_0125,0.4470322218116202
TEST_0126,0.48450957190795363
TEST_0127,0.5322019097633081
TEST_0128,0.4483238587391113
TEST_0129,0.5465719970347298
TEST_0130,0.5784163443350013
TEST_0131,0.47675497741414147
TEST_0132,0.5107944434688039
TEST_0133,0.46393698757670004
TEST_0134,0.6339583908123423
TEST_0135,0.5863264520328646
TEST_0136,0.5469992080722391
TEST_0137,0.5093109846926983
TEST_0138,0.5200495302168823
TEST_0139,0.5220322369414302
TEST_0140,0.49624129608721385
TEST_0141,0.4791918258732802
TEST_0142,0.5663634083391458
TEST_0143,0.5116170487985539
TEST_0144,0.49949682607020773
TEST_0145,0.5807660752535099
TEST_0146,0.46149965302942436
TEST_0147,0.5569814811461286
TEST_0148,0.5390452362367989
TEST_0149,0.5335428342555776
TEST_0150,0.47526233354387665
TEST_0151,0.5437583396229135
TEST_0152,0.5747903162882454
TEST_0153,0.5101215112437743
TEST_0154,0.5358535090241043
TEST_0155,0.5165218321371305
TEST_0156,0.578122493672686
TEST_0157,0.5547106960364039
TEST_0158,0.5626853258582087
TEST_0159,0.4849818907223621
TEST_0160,0.48392193720608206
TEST_0161,0.5926392286939342
TEST_0162,0.5065393022610366
TEST_0163,0.5580536995964409
TEST_0164,0.5632016939926552
TEST_0165,0.5582006491676095
TEST_0166,0.5440966166786666
TEST_0167,0.5382831036007584
TEST_0168,0.5244867937510788
TEST_0169,0.5143870821801005
TEST_0170,0.5371171681224828
TEST_0171,0.5135307836737694
TEST_0172,0.4983421174793551
TEST_0173,0.5769013962281331
TEST_0174,0.5233617793081624
TEST_0175,0.5250050269112725
TEST_0176,0.6326402429596635
TEST_0177,0.5136105837838799
TEST_0178,0.5078989725149676
TEST_0179,0.49779692550312493
TEST_0180,0.5170604300388392
TEST_0181,0.5434658854422647
TEST_0182,0.5017961037772398
TEST_0183,0.4795918418094754
TEST_0184,0.5286567282067758
TEST_0185,0.5515518377767332
TEST_0186,0.5057869633381064
TEST_0187,0.5146217422127084
TEST_0188,0.38006721787708225
TEST_0189,0.5504949026818577
TEST_0190,0.5697192583811387
TEST_0191,0.56459486257875
TEST_0192,0.537217047355774
TEST_0193,0.45539356105194173
TEST_0194,0.4854067267615973
TEST_0195,0.5666006019768999
TEST_0196,0.5186087145444374
TEST_0197,0.5113081667325049
TEST_0198,0.5554726074685451
TEST_0199,0.5494763820294432
TEST_0200,0.522122937553609
TEST_0201,0.49539332908614525
TEST_0202,0.5509716089370363
TEST_0203,0.5616693362883718
TEST_0204,0.4158775266198851
TEST_0205,0.5368375277003894
TEST_0206,0.5423978026902949
TEST_0207,0.6493900629615903
TEST_0208,0.48691472041076106
TEST_0209,0.5880863649257607
TEST_0210,0.5277951858480148
TEST_0211,0.48026749965619353
TEST_0212,0.5242626622541805
TEST_0213,0.5076345847672996
TEST_0214,0.546577778850697
TEST_0215,0.5141638267982623
TEST_0216,0.5493654421602941
TEST_0217,0.5246341544200148
TEST_0218,0.541109345362531
TEST_0219,0.4752074688846635
TEST_0220,0.550297505804199
TEST_0221,0.5821537105678015
TEST_0222,0.5548292351398817
TEST_0223,0.5347552664388954
TEST_0224,0.4923122845399143
TEST_0225,0.5651606330753602
TEST_0226,0.575336421111633
TEST_0227,0.4835651522733427
TEST_0228,0.5543961718869321
TEST_0229,0.5696119140028406
TEST_0230,0.5464660034589466
TEST_0231,0.5126853484756143
TEST_0232,0.5036936457958713
TEST_0233,0.552513339120042
TEST_0234,0.5357386918239282
TEST_0235,0.51577932451464
TEST_0236,0.46383504635136763
TEST_0237,0.457374344826222
TEST_0238,0.5308518641204564
TEST_0239,0.5009904975665707
TEST_0240,0.5132304984928306
TEST_0241,0.5421802492824519
TEST_0242,0.5142845671111019
TEST_0243,0.5432230339902421
TEST_0244,0.5805781031518369
TEST_0245,0.5029035846691344
TEST_0246,0.5186416491450779
TEST_0247,0.5544067098483118
TEST_0248,0.5375092109126839
TEST_0249,0.5170625892784997
TEST_0250,0.5354454094069937
TEST_0251,0.5555553861239834
TEST_0252,0.5515954712235178
TEST_0253,0.5226958554150641
TEST_0254,0.505638783655872
TEST_0255,0.5305000782335753
TEST_0256,0.5236364155180246
TEST_0257,0.5816681908501893
TEST_0258,0.551328669493305
TEST_0259,0.5366440556179325
TEST_0260,0.5268359661798373
TEST_0261,0.5250397452139592
TEST_0262,0.5498861319349965
TEST_0263,0.5601708662686167
TEST_0264,0.5485337197256789
TEST_0265,0.5524062650198097
TEST_0266,0.4834965749456702
TEST_0267,0.524447336397278
TEST_0268,0.5348591000428546
TEST_0269,0.474433976479086
TEST_0270,0.5113715533929901
TEST_0271,0.4719244252948585
TEST_0272,0.5262690257747321
TEST_0273,0.5870102849113186
TEST_0274,0.5316886223944294
