ID,성공확률
TEST_0000,0.5027599107460596
TEST_0001,0.5144405611354921
TEST_0002,0.5566006586077985
TEST_0003,0.5484951234718922
TEST_0004,0.5437981857411022
TEST_0005,0.5194942812232743
TEST_0006,0.4931495749766368
TEST_0007,0.5450087870647334
TEST_0008,0.5412438726193618
TEST_0009,0.5198419543955735
TEST_0010,0.5368889515085068
TEST_0011,0.5618871528325782
TEST_0012,0.5006340593562617
TEST_0013,0.5889959571520885
TEST_0014,0.5158877058773447
TEST_0015,0.5073715889653735
TEST_0016,0.5185124771593616
TEST_0017,0.5762173876301838
TEST_0018,0.5265632885511082
TEST_0019,0.534927533919498
TEST_0020,0.5403537753259675
TEST_0021,0.5510024767757268
TEST_0022,0.5374050419777544
TEST_0023,0.5547356404347453
TEST_0024,0.5548286581420186
TEST_0025,0.5591505386586231
TEST_0026,0.501551168666754
TEST_0027,0.5733192952807986
TEST_0028,0.5309360976584343
TEST_0029,0.5489232491975687
TEST_0030,0.5181785340500341
TEST_0031,0.5871613493911415
TEST_0032,0.5719312104471869
TEST_0033,0.5099439890109315
TEST_0034,0.5429664842905134
TEST_0035,0.5115179097175956
TEST_0036,0.4671897258171198
TEST_0037,0.5214541117925598
TEST_0038,0.537640702923172
TEST_0039,0.5314881752211718
TEST_0040,0.5004762166579773
TEST_0041,0.5412633124885274
TEST_0042,0.5451872262897607
TEST_0043,0.5515960134830746
TEST_0044,0.5759391156003939
TEST_0045,0.5735817245716246
TEST_0046,0.5326881413938327
TEST_0047,0.4882133880815281
TEST_0048,0.5202289041339179
TEST_0049,0.6090521333934327
TEST_0050,0.5418975722289443
TEST_0051,0.4883572389433469
TEST_0052,0.531068851373326
TEST_0053,0.4913781548533328
TEST_0054,0.4960711400817377
TEST_0055,0.4906471868346505
TEST_0056,0.5259365023826765
TEST_0057,0.5536127646850618
TEST_0058,0.6000075348367417
TEST_0059,0.52216474232264
TEST_0060,0.49904382459050384
TEST_0061,0.5611893912979057
TEST_0062,0.5006272664525158
TEST_0063,0.5497781416872862
TEST_0064,0.566939885323737
TEST_0065,0.5603923459384393
TEST_0066,0.539426328746052
TEST_0067,0.44457851241514423
TEST_0068,0.49078629051138684
TEST_0069,0.4942330496125182
TEST_0070,0.6082337384736852
TEST_0071,0.5424723638370672
TEST_0072,0.54721532794979
TEST_0073,0.5619362928538565
TEST_0074,0.5289596638526409
TEST_0075,0.5661285924104084
TEST_0076,0.5510046662935091
TEST_0077,0.5052771113960085
TEST_0078,0.4733008292989573
TEST_0079,0.503485856099547
TEST_0080,0.5244464161072001
TEST_0081,0.5383786104449736
TEST_0082,0.5368253186050922
TEST_0083,0.4810138506805677
TEST_0084,0.5097538558914485
TEST_0085,0.5730973605309322
TEST_0086,0.5422234650306365
TEST_0087,0.5484935678256281
TEST_0088,0.5346115178761723
TEST_0089,0.5313867572599695
TEST_0090,0.5132240259566894
TEST_0091,0.544968499795383
TEST_0092,0.541882862377948
TEST_0093,0.5324170303909078
TEST_0094,0.5272386597258341
TEST_0095,0.526558757340967
TEST_0096,0.5313832330476426
TEST_0097,0.5691152346577563
TEST_0098,0.5871272934540167
TEST_0099,0.5619338670748588
TEST_0100,0.471073825484933
TEST_0101,0.5270716282982096
TEST_0102,0.4739760096905437
TEST_0103,0.607471614671482
TEST_0104,0.5384124225765152
TEST_0105,0.5335563921913726
TEST_0106,0.6309246041164706
TEST_0107,0.5241675309398021
TEST_0108,0.5528463764049909
TEST_0109,0.49002057869394594
TEST_0110,0.5686416901071049
TEST_0111,0.6083060489101181
TEST_0112,0.5167045652477015
TEST_0113,0.546884628718825
TEST_0114,0.6086668150893146
TEST_0115,0.4812807401980819
TEST_0116,0.6680877297868744
TEST_0117,0.5678759320016421
TEST_0118,0.4958306174347028
TEST_0119,0.5693534714865365
TEST_0120,0.5116411177434532
TEST_0121,0.4840674175883063
TEST_0122,0.4560883596326201
TEST_0123,0.5559420338403515
TEST_0124,0.5637401077776498
TEST_0125,0.5156825473075713
TEST_0126,0.5160214345890036
TEST_0127,0.5180045831074137
TEST_0128,0.5131251292648071
TEST_0129,0.4953280220587286
TEST_0130,0.5498484314359665
TEST_0131,0.5411794964035931
TEST_0132,0.5364740805037089
TEST_0133,0.5510397560640785
TEST_0134,0.5893404658099589
TEST_0135,0.5973493335378036
TEST_0136,0.5228977613544402
TEST_0137,0.525345062567206
