ID,성공확률
TEST_0000,0.47296511942992586
TEST_0001,0.443783818706109
TEST_0002,0.41567570850363317
TEST_0003,0.47033279203400774
TEST_0004,0.6631217876160683
TEST_0005,0.5284885864248174
TEST_0006,0.41512556738487927
TEST_0007,0.6312380758965844
TEST_0008,0.504801920559506
TEST_0009,0.48507426616656696
TEST_0010,0.49960688079667526
TEST_0011,0.525788086335327
TEST_0012,0.45911923789565046
TEST_0013,0.3808373715247323
TEST_0014,0.4332186296571197
TEST_0015,0.2972119585902881
TEST_0016,0.30054982936878977
TEST_0017,0.6986613309188355
TEST_0018,0.5205830149916956
TEST_0019,0.6091635181004915
TEST_0020,0.5431233235826771
TEST_0021,0.5048056628918063
TEST_0022,0.5081088989297392
TEST_0023,0.484934839180348
TEST_0024,0.4501938410348402
TEST_0025,0.4404968277632932
TEST_0026,0.4691989673372932
TEST_0027,0.4928713729555808
TEST_0028,0.5373449804253264
TEST_0029,0.4304542829685659
TEST_0030,0.5200858880537771
TEST_0031,0.5540770984014969
TEST_0032,0.6162095989998116
TEST_0033,0.4616934858820825
TEST_0034,0.5149807750875088
TEST_0035,0.3835973682424744
TEST_0036,0.3432730488267736
TEST_0037,0.53237580079785
TEST_0038,0.45630048007520924
TEST_0039,0.4896523567242393
TEST_0040,0.5193087902520366
TEST_0041,0.5298162819887358
TEST_0042,0.5574141938105214
TEST_0043,0.46617070690797197
TEST_0044,0.6168442775618852
TEST_0045,0.5235254220360445
TEST_0046,0.37433870515142353
TEST_0047,0.41321077820364127
TEST_0048,0.49011621511408
TEST_0049,0.4686895459362448
TEST_0050,0.4932484907923956
TEST_0051,0.4020617826296021
TEST_0052,0.364558820366114
TEST_0053,0.3801910163858108
TEST_0054,0.47531463736130847
TEST_0055,0.4390268150986827
TEST_0056,0.4417590384395181
TEST_0057,0.5312569903571915
TEST_0058,0.48016926235263646
TEST_0059,0.5291190849740557
TEST_0060,0.5289397193091918
TEST_0061,0.5529169646823465
TEST_0062,0.46754729581124865
TEST_0063,0.47929749794735804
TEST_0064,0.5110290010854093
TEST_0065,0.4508833257638817
TEST_0066,0.46064132273668523
TEST_0067,0.31252895535395936
TEST_0068,0.49659196608545325
TEST_0069,0.38646940786186895
TEST_0070,0.49150822589317966
TEST_0071,0.4576921683110646
TEST_0072,0.6713373187471404
TEST_0073,0.4646030294757849
TEST_0074,0.552817296283233
TEST_0075,0.48687791147592935
TEST_0076,0.5361860709848673
TEST_0077,0.44938544365409755
TEST_0078,0.3241073718553297
TEST_0079,0.39835279366243376
TEST_0080,0.46033750695743786
TEST_0081,0.530025078039519
TEST_0082,0.47928327501052626
TEST_0083,0.5642059039423799
TEST_0084,0.3641357855404039
TEST_0085,0.48939245674337933
TEST_0086,0.37223167563365783
TEST_0087,0.52657430889568
TEST_0088,0.5804038903325422
TEST_0089,0.3037739538239537
TEST_0090,0.5196917871477058
TEST_0091,0.42767084333349503
